sizeMap; possibleActions; possibleStates; initialQValues; learningMethod; selectionMethod; numberOfTasks; numberOfEpisodes; softmax_baselineUsed; softmax_temperature; UCB_c; eGreedy_epsilon_initial; eGreedy_epsilon_final; qLearning_alpha; qLearning_gamma; qLearning_lambda; taskNumber; episodeNumber; episodeStepTime; optimalAction; lastState; actionInLastState; newState; averageReward; RMS; percentageOfChosenOptimalActionsPerEpisode; percentageOfChosenActionsPerEpisode; victories;

3;UP;ZONA_SEGURA_AGENTE_DESTRUIDO_0.0_1.0;0.0;Q_LEARNING;E_GREEDY;100;100;true;1.0;1.0;0.01;0.01;1.0;0.01;0.8;0;0;122;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;5.691056910569106;23.57724_5.69106_20.3252_8.13008_8.94309_17.88618_9.7561_5.69106;0;
;RIGHT_UP;ZONA_SEGURA_AGENTE_DESTRUIDO_1.0_0.0;;;;;;;;;;;;;;0;1;1001;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;1.4970059880239521;1.39721_24.9501_21.95609_1.69661_1.59681_24.4511_22.45509_1.49701;1;
;RIGHT;ZONA_SEGURA_AGENTE_DESTRUIDO_1.0_2.0;;;;;;;;;;;;;;0;2;67;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;4.411764705882353;16.17647_13.23529_13.23529_8.82353_14.70588_7.35294_22.05882_4.41176;1;
;RIGHT_DOWN;ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_0.0;;;;;;;;;;;;;;0;3;217;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;4.587155963302752;39.90826_2.29358_3.66972_4.12844_40.82569_1.37615_3.21101_4.58716;0;
;DOWN;ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_1.0;;;;;;;;;;;;;;0;4;99;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.7;-1.0;6.0;31.0_3.0_12.0_2.0_36.0_1.0_9.0_6.0;0;
;LEFT_DOWN;ZONA_REPARACION_AGENTE_DESTRUIDO_0.0_0.0;;;;;;;;;;;;;;0;5;36;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.6000000000000001;-1.0;8.108108108108109;10.81081_10.81081_18.91892_10.81081_13.51351_2.7027_24.32432_8.10811;0;
;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;;;;;;;;;;;;;;0;6;191;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.30000000000000004;-1.0;3.125;39.0625_4.16667_3.125_3.125_40.625_2.08333_4.6875_3.125;0;
;LEFT_UP;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;7;128;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;3.875968992248062;29.45736_6.97674_9.30233_3.10078_33.33333_3.10078_10.85271_3.87597;1;
;;ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;8;1326;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;1.281085154483798;7.91258_39.41221_1.73323_0.67822_8.59081_39.26149_1.13037_1.28109;1;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_0.0_1.0;;;;;;;;;;;;;;0;9;494;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.8282828282828283;3.83838_40.40404_2.22222_3.43434_4.0404_39.59596_3.63636_2.82828;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_1.0_0.0;;;;;;;;;;;;;;0;10;2641;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.09999999999999998;-1.0;3.6336109008327027;37.16881_1.96821_7.64572_5.14762_33.34595_4.20136_6.88872_3.63361;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_1.0_2.0;;;;;;;;;;;;;;0;11;61;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;17.741935483870968;11.29032_8.06452_16.12903_14.51613_14.51613_4.83871_12.90323_17.74194;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_0.0;;;;;;;;;;;;;;0;12;908;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;1.3201320132013201;25.85259_17.93179_8.47085_2.09021_17.16172_25.74257_1.43014_1.32013;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_1.0;;;;;;;;;;;;;;0;13;482;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;4.554865424430642;40.16563_1.86335_2.89855_5.7971_39.13043_1.44928_4.14079_4.55487;1;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_AGENTE_DESTRUIDO_0.0_0.0;;;;;;;;;;;;;;0;14;103;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;10.576923076923077;19.23077_4.80769_14.42308_16.34615_11.53846_6.73077_16.34615_10.57692;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;;;;;;;;;;;;;;0;15;38;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.7;-1.0;5.128205128205129;30.76923_5.12821_15.38462_10.25641_10.25641_17.94872_5.12821_5.12821;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;16;26;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;22.22222222222222;18.51852_0.0_18.51852_18.51852_11.11111_3.7037_7.40741_22.22222;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;17;142;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.797202797202797;42.65734_2.0979_4.1958_4.8951_34.96503_6.29371_2.0979_2.7972;0;
;;VIDA_BAJA_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;18;45;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;4.3478260869565215;26.08696_2.17391_17.3913_10.86957_13.04348_6.52174_19.56522_4.34783;0;
;;VIDA_BAJA_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;19;2496;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;1.3215859030837005;5.2463_40.56868_4.28514_1.76211_1.60192_43.73248_1.48178_1.32159;1;
;;VIDA_BAJA_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;20;17;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;11.11111111111111;16.66667_16.66667_16.66667_0.0_16.66667_16.66667_5.55556_11.11111;0;
;;VIDA_BAJA_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;21;47;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;12.5;14.58333_12.5_4.16667_22.91667_10.41667_6.25_16.66667_12.5;0;
;;VIDA_BAJA_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;22;91;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;17.391304347826086;8.69565_6.52174_20.65217_13.04348_11.95652_7.6087_14.13043_17.3913;0;
;;VIDA_BAJA_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;23;1081;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.30000000000000004;-1.0;5.730129390018484;1.75601_28.83549_18.85397_0.73937_1.57116_33.91867_8.59519_5.73013;0;
;;VIDA_BAJA_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;24;125;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.09999999999999998;-1.0;10.317460317460318;18.25397_5.55556_21.42857_8.73016_11.11111_12.69841_11.90476_10.31746;0;
;;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;25;546;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;26.508226691042047;7.1298_7.31261_12.43144_20.2925_13.16271_7.49543_5.66728_26.50823;0;
;;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;26;132;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.5;-1.0;13.533834586466165;15.78947_6.01504_17.29323_6.76692_24.81203_2.25564_13.53383_13.53383;0;
;;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;27;1022;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;5.278592375366569;2.73705_37.43891_5.76735_2.93255_5.08309_37.34115_3.42131_5.27859;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;28;1587;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;5.856423173803527;11.27204_0.88161_30.2267_10.51637_5.54156_1.88917_33.81612_5.85642;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;29;143;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;9.027777777777779;11.11111_6.94444_24.30556_8.33333_10.41667_6.94444_22.91667_9.02778;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;30;1313;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.30000000000000004;-1.0;7.762557077625571;14.30746_2.05479_24.73364_8.98021_14.23135_0.76104_27.16895_7.76256;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;31;1295;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.0833333333333335;26.15741_1.54321_27.16049_4.32099_7.79321_17.59259_13.34877_2.08333;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;32;94;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;8.421052631578947;26.31579_9.47368_11.57895_14.73684_3.15789_25.26316_1.05263_8.42105;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;33;974;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;2.9743589743589745;19.58974_16.51282_12.51282_1.4359_19.69231_17.84615_9.4359_2.97436;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;34;817;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;16.625916870415647;2.20049_11.85819_35.45232_0.978_1.46699_28.11736_3.30073_16.62592;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;35;1004;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;9.35323383084577;20.59701_0.79602_18.00995_20.39801_1.19403_9.05473_20.59701_9.35323;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;36;1113;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;1.6157989228007181;12.02873_34.20108_2.4237_1.79533_11.22083_34.64991_2.06463_1.6158;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;37;828;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;1.2062726176115801;33.29312_7.9614_7.84077_1.44753_32.44873_8.44391_7.35826_1.20627;1;
;;VIDA_ALTA_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;38;191;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.0833333333333335;16.66667_3.125_27.60417_2.08333_18.75_1.04167_28.64583_2.08333;0;
;;VIDA_ALTA_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;39;880;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;8.51305334846765;1.4756_30.64699_17.25312_1.02157_0.79455_38.59251_1.70261_8.51305;1;
;;VIDA_ALTA_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;40;60;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.4;-1.0;13.114754098360656;8.19672_8.19672_27.86885_3.27869_14.7541_9.83607_14.7541_13.11475;0;
;;VIDA_ALTA_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;41;36;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.7027027027027026;5.40541_21.62162_18.91892_0.0_18.91892_5.40541_27.02703_2.7027;0;
;;VIDA_ALTA_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;42;490;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;1.4256619144602851;10.99796_30.75356_11.4053_0.81466_3.25866_38.69654_2.64766_1.42566;0;
;;VIDA_ALTA_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;43;871;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;1.4908256880733946;32.22477_10.09174_4.24312_2.86697_33.60092_7.22477_8.25688_1.49083;0;
;;VIDA_ALTA_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;44;943;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;1.5889830508474576;28.91949_2.01271_16.73729_2.43644_28.70763_1.27119_18.32627_1.58898;0;
;;VIDA_ALTA_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;45;2883;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;1.0055478502080444;5.44383_37.37864_6.38003_0.7975_5.4785_37.48266_6.03329_1.00555;1;
;;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;46;56;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;10.526315789473685;15.78947_8.77193_15.78947_8.77193_17.54386_5.26316_17.54386_10.52632;0;
;;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;47;270;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.5830258302583027;4.79705_0.369_43.54244_2.21402_3.69004_1.47601_41.32841_2.58303;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;48;465;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;4.291845493562231;17.16738_6.43777_20.81545_4.07725_20.38627_3.00429_23.81974_4.29185;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;49;79;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;15.0;15.0_10.0_2.5_25.0_11.25_3.75_17.5_15.0;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;50;90;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.5;-1.0;13.186813186813186;20.87912_5.49451_10.98901_17.58242_13.18681_7.69231_10.98901_13.18681;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;51;1084;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;1.566820276497696;2.76498_40.73733_3.59447_2.39631_3.7788_38.70968_6.45161_1.56682;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;52;31;LEFT_UP;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;6.25;21.875_6.25_18.75_9.375_12.5_6.25_18.75_6.25;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;53;68;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;17.391304347826086;17.3913_7.24638_15.94203_7.24638_21.73913_10.14493_2.89855_17.3913;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;54;37;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;13.157894736842104;13.15789_10.52632_18.42105_7.89474_18.42105_7.89474_10.52632_13.15789;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;55;1643;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;1.70316301703163;13.74696_30.83942_4.0146_1.45985_13.68613_31.0219_3.52798_1.70316;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;56;2149;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;1.3488372093023255;21.2093_6.88372_25.53488_1.95349_10.09302_17.34884_15.62791_1.34884;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;57;41;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;7.142857142857143;11.90476_19.04762_14.28571_4.7619_11.90476_19.04762_11.90476_7.14286;0;
;;;;;;;;;;;;;;;;0;58;410;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.9197080291970803;5.83942_26.76399_15.32847_3.40633_3.64964_28.46715_13.6253_2.91971;0;
;;;;;;;;;;;;;;;;0;59;251;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;3.9682539682539684;6.74603_2.77778_36.90476_4.7619_4.36508_3.96825_36.50794_3.96825;0;
;;;;;;;;;;;;;;;;0;60;44;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;22.22222222222222;15.55556_6.66667_8.88889_20.0_15.55556_4.44444_6.66667_22.22222;0;
;;;;;;;;;;;;;;;;0;61;713;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;0.42016806722689076;34.59384_0.84034_26.19048_1.40056_8.68347_25.4902_2.38095_0.42017;0;
;;;;;;;;;;;;;;;;0;62;1639;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;0.5487804878048781;7.07317_41.21951_1.34146_0.42683_7.07317_41.28049_1.03659_0.54878;1;
;;;;;;;;;;;;;;;;0;63;71;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;13.88888888888889;13.88889_11.11111_11.11111_11.11111_19.44444_5.55556_13.88889_13.88889;0;
;;;;;;;;;;;;;;;;0;64;169;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.09999999999999998;-1.0;8.235294117647058;24.11765_2.35294_27.64706_2.94118_11.17647_20.0_3.52941_8.23529;0;
;;;;;;;;;;;;;;;;0;65;607;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.7960526315789473;1.31579_44.90132_1.48026_1.80921_2.30263_44.57237_0.82237_2.79605;0;
