sizeMap; possibleActions; possibleStates; initialQValues; learningMethod; selectionMethod; numberOfTasks; numberOfEpisodes; softmax_baselineUsed; softmax_temperature; UCB_c; eGreedy_epsilon_initial; eGreedy_epsilon_final; qLearning_alpha; qLearning_gamma; qLearning_lambda; taskNumber; episodeNumber; episodeStepTime; optimalAction; lastState; actionInLastState; newState; averageReward; RMS; percentageOfChosenOptimalActionsPerEpisode; percentageOfChosenActionsPerEpisode; victories;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_1.0_2.0;;;;;;;;;;;;;;0;11;133;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.4;-1.0;8.208955223880597;13.43284_20.14925_6.71642_10.44776_12.68657_17.16418_11.19403_8.20896;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_0.0;;;;;;;;;;;;;;0;12;30;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.20000000000000007;-1.0;3.225806451612903;12.90323_25.80645_6.45161_9.67742_6.45161_19.35484_16.12903_3.22581;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_AGENTE_DESTRUIDO_2.0_1.0;;;;;;;;;;;;;;0;13;33;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.5;-1.0;8.823529411764707;8.82353_20.58824_11.76471_8.82353_14.70588_11.76471_14.70588_8.82353;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_AGENTE_DESTRUIDO_0.0_0.0;;;;;;;;;;;;;;0;14;21;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.5;-1.0;13.636363636363637;13.63636_18.18182_9.09091_13.63636_9.09091_18.18182_4.54545_13.63636;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;;;;;;;;;;;;;;0;15;188;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;3.1746031746031744;5.29101_5.82011_35.97884_2.6455_6.34921_4.2328_36.50794_3.1746;1;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;16;78;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.20000000000000007;-1.0;10.126582278481013;10.12658_11.39241_20.25316_3.79747_21.51899_5.06329_17.72152_10.12658;0;
;;RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;17;30;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;6.451612903225806;19.35484_9.67742_22.58065_6.45161_9.67742_12.90323_12.90323_6.45161;0;
;;VIDA_BAJA_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;18;178;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.20000000000000007;-1.0;3.910614525139665;15.64246_21.78771_9.49721_6.70391_9.49721_24.58101_8.37989_3.91061;0;
;;VIDA_BAJA_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;19;150;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;7.28476821192053;15.89404_13.90728_10.59603_13.24503_9.93377_13.24503_15.89404_7.28477;1;
;;VIDA_BAJA_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;20;80;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;7.407407407407407;17.28395_7.40741_16.04938_13.58025_11.11111_7.40741_19.75309_7.40741;0;
;;VIDA_BAJA_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;21;48;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;16.3265306122449;6.12245_18.36735_14.28571_4.08163_24.4898_8.16327_8.16327_16.32653;0;
;;VIDA_BAJA_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;22;232;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;11.587982832618026;2.57511_6.00858_30.90129_8.15451_7.72532_3.43348_29.61373_11.58798;1;
;;VIDA_BAJA_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;23;207;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;5.288461538461538;12.01923_19.71154_13.46154_5.28846_11.05769_20.67308_12.5_5.28846;0;
;;VIDA_BAJA_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;24;73;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.30000000000000004;-1.0;10.81081081081081;22.97297_8.10811_8.10811_12.16216_22.97297_5.40541_9.45946_10.81081;0;
;;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;25;171;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;6.395348837209302;33.13953_1.74419_7.55814_11.04651_26.16279_3.48837_10.46512_6.39535;0;
;;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;26;106;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.09999999999999998;-1.0;4.672897196261682;19.62617_7.47664_16.82243_11.21495_10.28037_8.41121_21.49533_4.6729;0;
;;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;27;21;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.4;-1.0;9.090909090909092;9.09091_18.18182_13.63636_4.54545_22.72727_4.54545_18.18182_9.09091;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;28;197;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.20000000000000007;-1.0;8.585858585858587;8.08081_23.23232_10.60606_5.05051_15.15152_19.19192_10.10101_8.58586;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;29;430;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.30000000000000004;-1.0;8.584686774941995;19.02552_4.87239_21.57773_5.33643_17.63341_9.28074_13.6891_8.58469;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;30;129;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;3.8461538461538463;26.92308_10.0_10.0_1.53846_31.53846_6.92308_9.23077_3.84615;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;31;177;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;0.0;-1.0;6.741573033707865;21.91011_5.05618_17.97753_6.74157_19.66292_6.74157_15.16854_6.74157;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;32;248;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;7.6305220883534135;26.50602_6.82731_10.04016_9.63855_21.28514_9.63855_8.43373_7.63052;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;33;48;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.7;-1.0;2.0408163265306123;24.4898_10.20408_14.28571_4.08163_22.44898_8.16327_14.28571_2.04082;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;34;147;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;4.72972972972973;8.10811_6.08108_31.75676_3.37838_10.13514_5.40541_30.40541_4.72973;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;35;30;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.7;-1.0;6.451612903225806;25.80645_6.45161_16.12903_9.67742_12.90323_12.90323_9.67742_6.45161;0;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;36;262;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;3.041825095057034;36.5019_5.70342_5.70342_3.04183_34.98099_6.84411_4.18251_3.04183;1;
;;VIDA_BAJA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;37;196;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.030456852791878;35.53299_5.07614_7.61421_1.52284_36.04061_4.56853_7.61421_2.03046;0;
;;VIDA_ALTA_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;38;302;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;4.62046204620462;14.52145_21.78218_7.26073_6.60066_14.52145_19.14191_11.55116_4.62046;1;
;;VIDA_ALTA_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;39;94;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;4.2105263157894735;17.89474_5.26316_23.15789_8.42105_9.47368_7.36842_24.21053_4.21053;1;
;;VIDA_ALTA_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;40;45;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;8.695652173913043;15.21739_8.69565_17.3913_6.52174_21.73913_4.34783_17.3913_8.69565;0;
;;VIDA_ALTA_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;41;50;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.6000000000000001;-1.0;9.803921568627452;13.72549_9.80392_17.64706_9.80392_13.72549_5.88235_19.60784_9.80392;0;
;;VIDA_ALTA_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;42;39;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;7.5;17.5_15.0_10.0_2.5_30.0_7.5_10.0_7.5;0;
;;VIDA_ALTA_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;43;251;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.09999999999999998;-1.0;9.523809523809524;8.73016_13.09524_17.46032_8.73016_13.09524_9.12698_20.2381_9.52381;0;
;;VIDA_ALTA_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;44;218;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;5.936073059360731;7.30594_5.93607_28.76712_8.6758_6.39269_3.65297_33.33333_5.93607;1;
;;VIDA_ALTA_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;45;306;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;7.166123778501628;19.86971_5.86319_21.17264_5.53746_15.63518_11.40065_13.35505_7.16612;1;
;;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;46;210;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;5.687203791469194;13.27014_9.47867_20.85308_6.63507_13.27014_7.58294_23.22275_5.6872;0;
;;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;47;358;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;4.456824512534819;27.5766_7.24234_10.30641_14.76323_8.07799_15.87744_11.69916_4.45682;1;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_0.0_1.0;;;;;;;;;;;;;;0;48;427;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;5.140186915887851;13.08411_15.18692_17.28972_4.20561_14.01869_14.95327_16.1215_5.14019;1;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_0.0;;;;;;;;;;;;;;0;49;131;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;9.848484848484848;16.66667_6.81818_25.0_3.78788_12.87879_15.15152_9.84848_9.84848;1;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_1.0_2.0;;;;;;;;;;;;;;0;50;185;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.20000000000000007;-1.0;7.526881720430108;8.06452_22.04301_10.75269_6.98925_12.90323_16.66667_15.05376_7.52688;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_0.0;;;;;;;;;;;;;;0;51;220;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;14.479638009049774;15.38462_6.33484_14.93213_14.02715_14.47964_7.23982_13.12217_14.47964;1;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_SEGURA_2.0_1.0;;;;;;;;;;;;;;0;52;97;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;10.204081632653061;14.28571_12.2449_15.30612_7.14286_17.34694_11.22449_12.2449_10.20408;1;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_REPARACION_0.0_0.0;;;;;;;;;;;;;;0;53;24;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;8.0;16.0_16.0_4.0_16.0_12.0_12.0_16.0_8.0;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_ANTIBOMBARDEOS_0.0_2.0;;;;;;;;;;;;;;0;54;28;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;10.344827586206897;20.68966_13.7931_10.34483_13.7931_10.34483_13.7931_6.89655_10.34483;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_EMBOSCADA_1.0_1.0;;;;;;;;;;;;;;0;55;380;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;6.299212598425197;15.2231_20.20997_9.44882_8.92388_7.87402_24.40945_7.61155_6.29921;1;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_2.0_2.0;;;;;;;;;;;;;;0;56;32;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;12.121212121212121;12.12121_3.0303_30.30303_9.09091_9.09091_6.06061_18.18182_12.12121;0;
;;VIDA_ALTA_RECIBIENDO_ATAQUE_AEREO_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;;;;;;;;;;;;;;0;57;268;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;4.4609665427509295;11.15242_6.69145_27.88104_5.20446_9.66543_7.0632_27.88104_4.46097;1;
;;;;;;;;;;;;;;;;0;58;156;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;0.0;-1.0;3.1847133757961785;17.83439_12.73885_12.10191_8.28025_16.56051_7.64331_21.65605_3.18471;0;
;;;;;;;;;;;;;;;;0;59;71;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;5.555555555555555;26.38889_6.94444_11.11111_11.11111_15.27778_11.11111_12.5_5.55556;0;
;;;;;;;;;;;;;;;;0;60;81;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;6.097560975609756;24.39024_3.65854_19.5122_6.09756_18.29268_7.31707_14.63415_6.09756;1;
;;;;;;;;;;;;;;;;0;61;165;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;7.228915662650603;7.22892_6.0241_30.72289_7.83133_4.81928_7.22892_28.91566_7.22892;1;
;;;;;;;;;;;;;;;;0;62;428;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;4.662004662004662;22.14452_5.82751_20.04662_3.7296_19.11422_9.55711_14.91841_4.662;0;
;;;;;;;;;;;;;;;;0;63;306;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;4.234527687296417;28.01303_10.09772_10.74919_2.9316_25.08143_14.00651_4.88599_4.23453;1;
