sizeMap; possibleActions; possibleStates; initialQValues; learningMethod; selectionMethod; numberOfTasks; numberOfEpisodes; softmax_baselineUsed; softmax_temperature; UCB_c; eGreedy_epsilon_initial; eGreedy_epsilon_final; qLearning_alpha; qLearning_gamma; qLearning_lambda; taskNumber; episodeNumber; episodeStepTime; optimalAction; lastState; actionInLastState; newState; averageReward; RMS; percentageOfChosenOptimalActionsPerEpisode; percentageOfChosenActionsPerEpisode; victories;
;;;;;;;;;;;;;;;;7;4;447;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;6.026785714285714;22.32143_5.80357_15.40179_6.47321_22.76786_4.6875_16.51786_6.02679;1;
;;;;;;;;;;;;;;;;7;5;184;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;8.108108108108109;10.81081_8.10811_22.7027_8.10811_11.89189_5.94595_24.32432_8.10811;1;
;;;;;;;;;;;;;;;;7;6;304;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.30000000000000004;-1.0;7.868852459016393;19.01639_9.83607_10.4918_8.19672_24.2623_3.60656_16.72131_7.86885;0;
;;;;;;;;;;;;;;;;7;7;209;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.20000000000000007;-1.0;6.666666666666667;16.66667_11.42857_10.95238_11.90476_15.2381_7.14286_20.0_6.66667;0;
;;;;;;;;;;;;;;;;7;8;91;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;2.1739130434782608;29.34783_8.69565_9.78261_2.17391_31.52174_4.34783_11.95652_2.17391;0;
;;;;;;;;;;;;;;;;7;9;55;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;5.357142857142857;19.64286_16.07143_8.92857_5.35714_21.42857_12.5_10.71429_5.35714;0;
;;;;;;;;;;;;;;;;7;10;200;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;4.975124378109452;22.38806_2.98507_21.39303_1.99005_25.37313_2.98507_17.91045_4.97512;0;
;;;;;;;;;;;;;;;;7;11;204;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;4.878048780487805;21.95122_3.41463_22.43902_3.90244_19.02439_6.82927_17.56098_4.87805;1;
;;;;;;;;;;;;;;;;7;12;276;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;11.191335740072201;9.38628_3.97112_29.9639_7.58123_7.94224_8.66426_21.29964_11.19134;1;
;;;;;;;;;;;;;;;;7;13;332;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;7.5075075075075075;29.72973_3.6036_10.21021_7.50751_27.92793_4.8048_8.70871_7.50751;0;
;;;;;;;;;;;;;;;;7;14;445;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;7.3991031390134525;17.93722_10.53812_12.10762_8.52018_19.95516_7.17489_16.36771_7.3991;1;
;;;;;;;;;;;;;;;;7;15;200;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;13.432835820895523;13.43284_7.46269_18.90547_7.9602_18.40796_7.46269_12.93532_13.43284;1;
;;;;;;;;;;;;;;;;7;16;154;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.30000000000000004;-1.0;10.32258064516129;9.67742_5.80645_27.09677_5.80645_13.54839_5.16129_22.58065_10.32258;0;
;;;;;;;;;;;;;;;;7;17;58;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;23.728813559322035;8.47458_5.08475_20.33898_8.47458_25.42373_3.38983_5.08475_23.72881;0;
;;;;;;;;;;;;;;;;7;18;115;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;7.758620689655173;18.10345_9.48276_17.24138_2.58621_24.13793_7.75862_12.93103_7.75862;1;
;;;;;;;;;;;;;;;;7;19;360;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;8.033240997229917;20.49861_4.15512_18.28255_7.75623_19.39058_4.98615_16.89751_8.03324;1;
;;;;;;;;;;;;;;;;7;20;171;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;11.627906976744185;9.88372_17.44186_10.46512_5.81395_23.83721_8.72093_12.2093_11.62791;0;
;;;;;;;;;;;;;;;;7;21;72;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;8.219178082191782;15.06849_15.06849_9.58904_10.9589_15.06849_9.58904_16.43836_8.21918;1;
;;;;;;;;;;;;;;;;7;22;209;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;1.4285714285714286;15.2381_15.71429_18.57143_1.42857_13.80952_16.66667_17.14286_1.42857;1;
;;;;;;;;;;;;;;;;7;23;362;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;7.162534435261708;10.7438_11.29477_24.51791_4.95868_7.98898_15.97796_17.35537_7.16253;1;
;;;;;;;;;;;;;;;;7;24;140;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;1.4184397163120568;17.02128_14.89362_14.89362_8.51064_7.0922_16.31206_19.85816_1.41844;1;
;;;;;;;;;;;;;;;;7;25;317;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.20000000000000007;-1.0;4.716981132075472;8.49057_25.15723_11.00629_5.34591_8.80503_23.89937_12.57862_4.71698;0;
;;;;;;;;;;;;;;;;7;26;75;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;0.0;-1.0;5.2631578947368425;18.42105_14.47368_9.21053_5.26316_25.0_6.57895_15.78947_5.26316;0;
;;;;;;;;;;;;;;;;7;27;151;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;6.578947368421052;9.86842_10.52632_20.39474_7.89474_13.15789_4.60526_26.97368_6.57895;0;
;;;;;;;;;;;;;;;;7;28;116;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;8.547008547008547;14.52991_6.83761_23.93162_2.5641_20.51282_5.98291_17.09402_8.54701;0;
;;;;;;;;;;;;;;;;7;29;176;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.6000000000000001;-1.0;4.519774011299435;20.90395_3.38983_20.90395_6.77966_17.51412_3.38983_22.59887_4.51977;0;
;;;;;;;;;;;;;;;;7;30;42;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.20000000000000007;-1.0;2.3255813953488373;4.65116_32.55814_9.30233_4.65116_4.65116_27.90698_13.95349_2.32558;0;
;;;;;;;;;;;;;;;;7;31;229;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;0.0;-1.0;2.1739130434782608;36.95652_5.21739_4.34783_5.65217_33.04348_5.21739_7.3913_2.17391;0;
;;;;;;;;;;;;;;;;7;32;194;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;6.666666666666667;11.79487_15.89744_12.82051_9.74359_11.28205_13.33333_18.46154_6.66667;0;
;;;;;;;;;;;;;;;;7;33;94;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.30000000000000004;-1.0;8.421052631578947;20.0_13.68421_8.42105_6.31579_24.21053_9.47368_9.47368_8.42105;0;
;;;;;;;;;;;;;;;;7;34;246;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;5.2631578947368425;17.00405_12.95547_16.19433_8.09717_8.90688_17.40891_14.17004_5.26316;1;
;;;;;;;;;;;;;;;;7;35;240;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;9.95850622406639;7.88382_16.59751_17.01245_7.05394_11.20332_15.76763_14.52282_9.95851;1;
;;;;;;;;;;;;;;;;7;36;75;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;19.736842105263158;15.78947_5.26316_13.15789_11.84211_23.68421_2.63158_7.89474_19.73684;0;
;;;;;;;;;;;;;;;;7;37;136;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_ENEMIGO_DESTRUIDO_2.0_2.0;0.0;-1.0;2.18978102189781;8.0292_26.27737_10.94891_6.56934_5.83942_23.35766_16.78832_2.18978;0;
;;;;;;;;;;;;;;;;7;38;161;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;3.0864197530864197;16.04938_24.69136_6.17284_6.79012_8.64198_27.77778_6.79012_3.08642;0;
;;;;;;;;;;;;;;;;7;39;184;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;1.0810810810810811;20.54054_12.97297_14.05405_4.86486_16.75676_11.89189_17.83784_1.08108;0;
;;;;;;;;;;;;;;;;7;40;181;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;6.043956043956044;12.08791_4.94505_25.82418_7.14286_12.63736_3.2967_28.02198_6.04396;0;
;;;;;;;;;;;;;;;;7;41;59;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;13.333333333333334;6.66667_15.0_16.66667_8.33333_15.0_8.33333_16.66667_13.33333;0;
;;;;;;;;;;;;;;;;7;42;37;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;10.526315789473685;13.15789_18.42105_10.52632_2.63158_23.68421_10.52632_10.52632_10.52632;0;
;;;;;;;;;;;;;;;;7;43;99;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;14.0;14.0_8.0_19.0_9.0_16.0_10.0_10.0_14.0;0;
;;;;;;;;;;;;;;;;7;44;36;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;10.81081081081081;16.21622_8.10811_18.91892_5.40541_21.62162_8.10811_10.81081_10.81081;0;
;;;;;;;;;;;;;;;;7;45;38;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;5.128205128205129;20.51282_12.82051_10.25641_15.38462_7.69231_12.82051_15.38462_5.12821;0;
;;;;;;;;;;;;;;;;7;46;55;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;14.285714285714286;10.71429_14.28571_10.71429_17.85714_7.14286_14.28571_10.71429_14.28571;0;
;;;;;;;;;;;;;;;;7;47;44;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;8.88888888888889;4.44444_17.77778_24.44444_2.22222_11.11111_13.33333_17.77778_8.88889;0;
;;;;;;;;;;;;;;;;7;48;45;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.30000000000000004;-1.0;6.521739130434782;8.69565_10.86957_28.26087_0.0_17.3913_6.52174_21.73913_6.52174;0;
;;;;;;;;;;;;;;;;7;49;164;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;9.696969696969697;8.48485_7.27273_27.87879_5.45455_11.51515_7.87879_21.81818_9.69697;0;
;;;;;;;;;;;;;;;;7;50;144;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.20000000000000007;-1.0;8.96551724137931;13.7931_15.17241_11.03448_9.65517_15.17241_12.41379_13.7931_8.96552;0;
;;;;;;;;;;;;;;;;7;51;61;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;12.903225806451612;17.74194_11.29032_8.06452_17.74194_9.67742_11.29032_11.29032_12.90323;0;
;;;;;;;;;;;;;;;;7;52;131;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;10.606060606060606;19.69697_7.57576_14.39394_11.36364_14.39394_11.36364_10.60606_10.60606;1;
;;;;;;;;;;;;;;;;7;53;359;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;6.388888888888889;13.33333_20.83333_6.66667_9.72222_12.5_17.77778_12.77778_6.38889;1;
;;;;;;;;;;;;;;;;7;54;397;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;6.532663316582915;10.80402_9.54774_24.62312_5.02513_11.05528_10.55276_21.8593_6.53266;1;
;;;;;;;;;;;;;;;;7;55;174;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;12.0;16.57143_7.42857_20.57143_6.85714_14.85714_13.71429_8.0_12.0;1;
;;;;;;;;;;;;;;;;7;56;371;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;3.4946236559139785;22.04301_4.30108_21.77419_3.76344_18.8172_6.98925_18.8172_3.49462;1;
;;;;;;;;;;;;;;;;7;57;86;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.30000000000000004;-1.0;8.045977011494253;9.1954_18.3908_13.7931_4.5977_19.54023_10.34483_16.09195_8.04598;0;
;;;;;;;;;;;;;;;;7;58;178;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;5.027932960893855;13.96648_2.7933_31.28492_3.35196_12.2905_5.58659_25.69832_5.02793;1;
;;;;;;;;;;;;;;;;7;59;69;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;7.142857142857143;20.0_17.14286_7.14286_1.42857_31.42857_10.0_5.71429_7.14286;1;
;;;;;;;;;;;;;;;;7;60;159;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;10.0;13.125_14.375_13.125_5.625_21.25_9.375_13.125_10.0;1;
;;;;;;;;;;;;;;;;7;61;289;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;8.620689655172415;5.51724_2.75862_36.55172_3.7931_8.62069_3.7931_30.34483_8.62069;1;
;;;;;;;;;;;;;;;;7;62;145;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;8.904109589041095;13.69863_10.27397_18.49315_6.16438_17.12329_8.21918_17.12329_8.90411;1;
;;;;;;;;;;;;;;;;7;63;315;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;6.012658227848101;13.92405_13.29114_18.98734_2.53165_16.77215_13.29114_15.18987_6.01266;1;
;;;;;;;;;;;;;;;;7;64;285;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;4.895104895104895;21.67832_12.93706_9.79021_9.79021_13.63636_15.38462_11.88811_4.8951;1;
;;;;;;;;;;;;;;;;7;65;79;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;5.0;12.5_20.0_11.25_8.75_8.75_17.5_16.25_5.0;1;
;;;;;;;;;;;;;;;;7;66;196;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.7;-1.0;6.598984771573604;20.30457_9.13706_11.67513_8.12183_22.84264_4.56853_16.75127_6.59898;1;
;;;;;;;;;;;;;;;;7;67;217;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;13.302752293577981;10.55046_10.09174_16.51376_12.84404_11.46789_9.17431_16.05505_13.30275;1;
;;;;;;;;;;;;;;;;7;68;136;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;13.86861313868613;13.86861_11.67883_14.59854_10.94891_13.13869_14.59854_7.29927_13.86861;1;
;;;;;;;;;;;;;;;;7;69;24;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.7;-1.0;20.0;12.0_12.0_12.0_16.0_16.0_8.0_4.0_20.0;0;
;;;;;;;;;;;;;;;;7;70;20;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT_UP;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;0.0;33.33333_14.28571_9.52381_9.52381_9.52381_19.04762_4.7619_0.0;0;
;;;;;;;;;;;;;;;;7;71;140;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;15.602836879432624;16.31206_4.25532_17.02128_14.1844_14.1844_7.0922_11.34752_15.60284;1;
;;;;;;;;;;;;;;;;7;72;117;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;9.322033898305085;12.71186_8.47458_17.79661_12.71186_11.01695_5.9322_22.0339_9.32203;0;
;;;;;;;;;;;;;;;;7;73;136;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.30000000000000004;-1.0;17.51824817518248;9.48905_8.75912_20.43796_9.48905_14.59854_10.94891_8.75912_17.51825;0;
;;;;;;;;;;;;;;;;7;74;49;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.5;-1.0;0.0;14.0_22.0_10.0_8.0_8.0_16.0_22.0_0.0;1;
;;;;;;;;;;;;;;;;7;75;47;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;4.166666666666667;18.75_14.58333_10.41667_8.33333_18.75_8.33333_16.66667_4.16667;1;
;;;;;;;;;;;;;;;;7;76;84;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.8;-1.0;5.882352941176471;5.88235_18.82353_18.82353_4.70588_10.58824_14.11765_21.17647_5.88235;1;
;;;;;;;;;;;;;;;;7;77;375;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.6000000000000001;-1.0;5.851063829787234;4.25532_15.15957_26.59574_3.19149_6.11702_15.42553_23.40426_5.85106;1;
;;;;;;;;;;;;;;;;7;78;446;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;4.026845637583893;29.97763_8.94855_10.51454_3.13199_25.27964_14.31767_3.80313_4.02685;0;
;;;;;;;;;;;;;;;;7;79;189;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT;VIDA_ALTA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.9;-1.0;8.421052631578947;14.21053_11.05263_20.52632_5.78947_11.57895_15.26316_13.15789_8.42105;1;
;;;;;;;;;;;;;;;;7;80;196;LEFT_UP;VIDA_ALTA_ZONA_ATAQUE_2.0_2.0;LEFT_DOWN;VIDA_BAJA_ZONA_ATAQUE_ENEMIGO_DESTRUIDO_2.0_2.0;0.4;-1.0;12.182741116751268;4.56853_22.33503_17.7665_2.03046_11.67513_24.8731_4.56853_12.18274;0;
;;;;;;;;;;;;;;;;7;81;251;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;LEFT_DOWN;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;5.9523809523809526;27.38095_3.1746_15.07937_4.36508_27.38095_4.7619_11.90476_5.95238;0;
;;;;;;;;;;;;;;;;7;82;220;LEFT_UP;VIDA_BAJA_ZONA_EMBOSCADA_1.0_1.0;RIGHT;ZONA_EMBOSCADA_AGENTE_DESTRUIDO_1.0_1.0;-0.9;-1.0;16.742081447963802;22.17195_3.61991_10.40724_14.02715_22.62443_5.42986_4.97738_16.74208;0;
;;;;;;;;;;;;;;;;7;83;25;LEFT_UP;VIDA_BAJA_ZONA_ATAQUE_2.0_2.0;DOWN;ZONA_ATAQUE_AGENTE_DESTRUIDO_2.0_2.0;-0.5;-1.0;7.6923076923076925;15.38462_7.69231_23.07692_3.84615_23.07692_0.0_19.23077_7.69231;0;
